Time (s),q0,q1,q2,q3
4896.932,-0.0019632136127,0.99858481978,0.00031854388025,-0.0531451035
4896.9875,-0.00075066847981,0.99861475668,0.0017688881405,-0.052582081308
4897.043,-0.0020439733605,0.99851908015,0.0038259446041,-0.054229428415
4897.0985,-0.0041344532709,0.9984978161,0.006510294472,-0.054246046825
4897.1535,-0.0073041553128,0.99846234967,0.0096381267664,-0.054098910574
4897.209,-0.012474483874,0.99833052419,0.012496440861,-0.054994460607
4897.2645,-0.021391547586,0.99809747814,0.016239787609,-0.055498604588
4897.32,-0.032102665479,0.99804731331,0.018750664455,-0.05019354388
4897.3755,-0.042978930727,0.99785358088,0.019316675369,-0.045474263959
4897.4305,-0.052108574095,0.99741236296,0.017564092152,-0.046311741257
4897.486,-0.063967255271,0.99648987785,0.012553124409,-0.052521735135
4897.5415,-0.067289074121,0.99594470045,0.0041854577259,-0.059571940444
4897.597,-0.063323184419,0.99568665216,-0.0056385836512,-0.067575671654
4897.6525,-0.059699593635,0.99545965004,-0.01378626597,-0.072842175449
4897.7075,-0.06154677322,0.9944842416,-0.019204580255,-0.082730115473
4897.763,-0.063209290714,0.99341706282,-0.022400644101,-0.092872687073
4897.8185,-0.060102270026,0.99270476774,-0.023105841097,-0.1019366536
4897.874,-0.059668336409,0.99231045388,-0.023543734062,-0.10585530382
4897.9295,-0.051883029552,0.99253485762,-0.0227309165,-0.10800931949
4897.9845,-0.049516221047,0.99248665494,-0.021125474418,-0.10987309927
4898.04,-0.051556000151,0.99228050308,-0.018752062231,-0.11121934284
4898.0955,-0.046277145857,0.99253827947,-0.01507520625,-0.11179860337
4898.151,-0.043294877616,0.99264918864,-0.013540444699,-0.11220427006
4898.2065,-0.039230213718,0.99304645487,-0.012164042028,-0.11032572174
4898.2615,-0.042512385601,0.99314830816,-0.010303266512,-0.10836502098
4898.317,-0.035887826551,0.99379692677,-0.0076697921187,-0.1049805055
4898.3725,-0.035590660796,0.99405312532,-0.0052798194496,-0.10278040871
4898.428,-0.022473759907,0.99500352928,-0.0027906227147,-0.097237437534
4898.4835,-0.020012249617,0.99543237022,0.0012859569509,-0.093339447696
4898.5385,-0.026419772174,0.99553862604,0.0056366951684,-0.090405018464
4898.594,-0.029545950604,0.99590377397,0.010177010408,-0.084847735683
4898.6495,-0.027757135808,0.99648033282,0.013354169373,-0.077962515865
4898.705,-0.025557721841,0.99694547439,0.016211873501,-0.071997910447
4898.7605,-0.026181369843,0.99724924487,0.017927172587,-0.066985789219
4898.8155,-0.0230956682,0.99753173366,0.018564137833,-0.063658489135
4898.871,-0.019623861931,0.99776269381,0.019231053779,-0.060948153776
4898.9265,-0.017921035645,0.99789867517,0.019476748836,-0.059141582933
4898.982,-0.020812937723,0.99814465166,0.02011536683,-0.053567228854
4899.0375,-0.025561772411,0.99839665693,0.020267959311,-0.046259280659
4899.0925,-0.030287727421,0.99846367547,0.019203121506,-0.042239583932
4899.148,-0.030343465059,0.99860401151,0.017345453421,-0.039603504532
4899.2035,-0.02458334417,0.9987392886,0.014828619313,-0.041177720328
4899.259,-0.021648350267,0.9990164762,0.01097756496,-0.037106903286
4899.3145,-0.019807494392,0.99909707602,0.0079760743087,-0.036729798412
4899.3695,-0.022701083104,0.99913623472,0.0047973386312,-0.034473625146
4899.425,-0.027116796341,0.99902969725,0.0021577147216,-0.034636507207
4899.4805,-0.024311413317,0.99913660532,0.00091092326404,-0.033677430388
4899.536,-0.019222226202,0.99932940343,0.00037498702891,-0.031162619219
4899.5915,-0.015906867689,0.99948290099,0.00060344236001,-0.027938110933
4899.6465,-0.01671508002,0.99948338468,0.0011681350389,-0.02742636175
4899.702,-0.016891905652,0.99944410151,0.0013106986164,-0.028712950746
4899.7575,-0.016633507759,0.99935220689,0.0017838258474,-0.031863944545
4899.813,-0.015189039639,0.99938799331,0.00097809576806,-0.031495638149
4899.8685,-0.0087763479994,0.99959026003,0.00069425165424,-0.027236111845
4899.9235,-0.0062468402705,0.9996665614,0.00097900881757,-0.025035665395
4899.979,-0.0056515420083,0.99959355729,0.001265611216,-0.027913769536
4900.0345,-0.0085212636804,0.99939268479,0.0020592662632,-0.033725496041
4900.09,-0.015813236379,0.99912811743,0.0016900617948,-0.038601686497
4900.1455,-0.01694867978,0.99904323513,0.000014794756655,-0.040315708868
4900.2005,-0.01196532084,0.99904415344,-0.0023482850454,-0.041977328829
4900.256,-0.0059596912431,0.99885481715,-0.0040333616273,-0.047299770979
4900.3115,-0.0042051630268,0.99848156107,-0.0050881767616,-0.054690028885
4900.367,-0.0061657786107,0.99793873512,-0.004923671697,-0.06368690272
4900.4225,-0.0160502795,0.9975086144,-0.0027126209466,-0.068641054822
4900.4775,-0.033103841564,0.99734488296,0.00049252206312,-0.064861988384
4900.533,-0.048481284249,0.99718292744,0.0013906620147,-0.057217482926
4900.5885,-0.054715175156,0.99728711729,-0.0011258904794,-0.049227915573
4900.644,-0.051026200008,0.9977001254,-0.0030487685323,-0.044513949428
4900.6995,-0.041812794449,0.99800336732,-0.0052425436716,-0.047047686084
4900.7545,-0.038137260758,0.99793789685,-0.0070177244552,-0.051149339374
4900.81,-0.040930946218,0.99754141091,-0.009184808078,-0.056137602938
4900.8655,-0.041051649906,0.99700709238,-0.0096619586206,-0.064794030059
4900.921,-0.038517933001,0.99629252556,-0.0096306848785,-0.076320523159
4900.9765,-0.030428705439,0.99616578784,-0.010633521598,-0.08133108412
4901.0315,-0.026772411601,0.99615079865,-0.011542892088,-0.082665506506
4901.087,-0.016768869299,0.99613538682,-0.010596016312,-0.085561793962
4901.1425,-0.0015646980819,0.99634910801,-0.0079903005361,-0.08498330303
4901.198,0.0095841424018,0.99647380946,-0.0036928788079,-0.083273368584
4901.2535,0.015516983582,0.99653780308,0.0010890293345,-0.081672787824
4901.3085,0.0095933328181,0.99581384154,0.0023330475291,-0.090869785191
4901.364,-0.013964371981,0.99532400038,0.00077525114961,-0.095574732894
4901.4195,-0.0096342566896,0.9953586888,-0.0025149739384,-0.095718005799
4901.475,-0.011568155766,0.99550466207,-0.0016488757554,-0.093988971554
4901.5305,-0.031233638998,0.99527479251,-0.0021777808005,-0.091911938587
4901.5855,-0.038146404544,0.99522482256,-0.0025163975776,-0.089811314039
4901.641,-0.039817017325,0.99524626903,0.000017887403082,-0.088878955857
4901.6965,-0.048588052475,0.99490785206,0.0032917650835,-0.088242457715
4901.752,-0.059224588861,0.99463260847,0.0046616031697,-0.084715356874
4901.8075,-0.059287431035,0.99484784562,0.0065807082482,-0.081972305458
4901.8625,-0.061998955698,0.99506070238,0.0071056729575,-0.077199983707
4901.918,-0.063825428964,0.99510326904,0.0072023321869,-0.075126060529
4901.9735,-0.063235130662,0.99511096452,0.0080903076861,-0.075432310416
4902.029,-0.063734833421,0.99505045698,0.010185943976,-0.075555976771
4902.0845,-0.06523530134,0.99492875623,0.012641094525,-0.075507140125
4902.1395,-0.061993568657,0.99516040177,0.014117428648,-0.074921761942
4902.195,-0.056668520527,0.99561874764,0.013929530764,-0.073061318791
4902.2505,-0.050473505393,0.99612175966,0.01285364125,-0.070912968462
4902.306,-0.042734637455,0.99675524096,0.012086843826,-0.067131576664
4902.3615,-0.039323814071,0.99686630116,0.011094173484,-0.067735770335
4902.4165,-0.038351242693,0.99675404664,0.01007334946,-0.070064829388
4902.472,-0.038864926985,0.99664683737,0.0083756619365,-0.07151536412
4902.5275,-0.038147948675,0.99668780865,0.0065829712568,-0.071517903972
4902.583,-0.03583828611,0.99703330714,0.0047995283877,-0.067949733055
4902.6385,-0.034178143374,0.99750169825,0.0030147897691,-0.061750526671
4902.6935,-0.032368488563,0.99785640809,0.0012457717672,-0.056862270817
4902.749,-0.030218699188,0.99799735395,-0.00092369553764,-0.055563103817
4902.8045,-0.028260501374,0.99801447201,-0.0037423647496,-0.05616451208
4902.86,-0.026212134926,0.99794839352,-0.0073194681017,-0.057951300631
4902.9155,-0.019292581121,0.99789428827,-0.010886376066,-0.060961238168
4902.9705,-0.011273280671,0.99772255656,-0.012946517972,-0.065230368304
